Local Calc, Lattice Calc, Clock Local Calc, Clock Lattice Calc, Dipolar Local Calc, Dipolar Lattice Calc
6, 6, 6, 6, 0, 0
7.5, 7.5, 7.5, 7.5, 0, 0
9, 9, 9, 9, 0, 0
3.42666, 3.42666, 4, 4, -0.573345, -0.573345
0, 0, -0, 0, 0, 0
9.67311, 9.67311, 10, 10, -0.326894, -0.326894
9.63765, 9.63765, 10, 10, -0.362351, -0.362351
0.642627, 0.642627, 1, 1, -0.357373, -0.357373
9.70202, 9.70202, 10, 10, -0.297984, -0.297984
3.58253, 3.58253, 4, 4, -0.41747, -0.41747
4.5, 4.5, 4.5, 4.5, 0, 0
4.5, 4.5, 4.5, 4.5, 0, 0
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
0.111076, 0.111076, -0, 0, 0.111076, 0.111076
9.0547, 9.0547, 9, 9, 0.0547001, 0.0547001
-0.372605, -0.372605, -1, -1, 0.627395, 0.627395
7.5, 7.5, 7.5, 7.5, 0, 0
1.83037, 1.83037, 1.5, 1.5, 0.33037, 0.33037
6, 6, 6, 6, 0, 0
1.03511, 1.03511, 2, 2, -0.964888, -0.964888
6, 6, 6, 6, 0, 0
9.05172, 9.05172, 9, 9, 0.0517178, 0.0517178
7.5, 7.5, 7.5, 7.5, 0, 0
9.21915, 9.21915, 9, 9, 0.219146, 0.219146
3.32448, 3.32448, 4, 4, -0.675518, -0.675518
1.39373, 1.39373, 3, 3, -1.60627, -1.60627
0, 0, -0, 0, 0, 0
2.71039, 2.71039, 2, 2, 0.710386, 0.710386
8.71146, 8.71146, 8, 8, 0.711462, 0.711462
0, 0, -0, 0, 0, 0
9.16311, 9.16311, 9, 9, 0.163107, 0.163107
8.6634, 8.6634, 8, 8, 0.663397, 0.663397
9.658, 9.658, 10, 10, -0.342003, -0.342003
4.5, 4.5, 4.5, 4.5, 0, 0
7.5, 7.5, 7.5, 7.5, 0, 0
0, 0, -0, 0, 0, 0
3, 3, 3, 3, 0, 0
9, 9, 9, 9, 0, 0
3.11551, 3.11551, 3, 3, 0.115511, 0.115511
0.543263, 0.543263, 1, 1, -0.456737, -0.456737
4.5, 4.5, 4.5, 4.5, 0, 0
2.61182, 2.61182, 2, 2, 0.611815, 0.611815
3.18989, 3.18989, 3, 3, 0.189889, 0.189889
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
6, 6, 6, 6, 0, 0
7.5, 7.5, 7.5, 7.5, 0, 0
0.450635, 0.450635, 1, 1, -0.549365, -0.549365
9, 9, 9, 9, 0, 0
8.9982, 8.9982, 9, 9, -0.00180116, -0.00180116
7.5, 7.5, 7.5, 7.5, 0, 0
8.7207, 8.7207, 8, 8, 0.720705, 0.720705
9, 9, 9, 9, 0, 0
2.86756, 2.86756, 3, 3, -0.132444, -0.132444
0, 0, -0, 0, 0, 0
4.5, 4.5, 4.5, 4.5, 0, 0
7.5, 7.5, 7.5, 7.5, 0, 0
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
4.5, 4.5, 4.5, 4.5, 0, 0
2.43302, 2.43302, 2, 2, 0.433016, 0.433016
9.22942, 9.22942, 9, 9, 0.229425, 0.229425
3, 3, 3, 3, 0, 0
5.27572, 5.27572, 5, 5, 0.275715, 0.275715
7.5, 7.5, 7.5, 7.5, 0, 0
4.5, 4.5, 4.5, 4.5, 0, 0
1.4835, 1.4835, 3, 3, -1.5165, -1.5165
0.363995, 0.363995, 1, 1, -0.636005, -0.636005
9.81641, 9.81641, 10, 10, -0.183595, -0.183595
0.115687, 0.115687, -0, 0, 0.115687, 0.115687
7.5, 7.5, 7.5, 7.5, 0, 0
9.23649, 9.23649, 9, 9, 0.236491, 0.236491
1.04238, 1.04238, 0.5, 0.5, 0.542378, 0.542378
8.10881, 8.10881, 7, 7, 1.10881, 1.10881
3, 3, 3, 3, 0, 0
9.38067, 9.38067, 10, 10, -0.619328, -0.619328
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
9.72815, 9.72815, 10, 10, -0.271847, -0.271847
0.0692741, 0.0692741, -0, 0, 0.0692741, 0.0692741
6, 6, 6, 6, 0, 0
6, 6, 6, 6, 0, 0
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
1.68452, 1.68452, 1.5, 1.5, 0.184522, 0.184522
9.34997, 9.34997, 10, 10, -0.650035, -0.650035
7.5, 7.5, 7.5, 7.5, 0, 0
9.13172, 9.13172, 9, 9, 0.131723, 0.131723
0, 0, -0, 0, 0, 0
9.16882, 9.16882, 9, 9, 0.168817, 0.168817
9.60847, 9.60847, 10, 10, -0.391534, -0.391534
7.5, 7.5, 7.5, 7.5, 0, 0
9, 9, 9, 9, 0, 0
4.5, 4.5, 4.5, 4.5, 0, 0
9.25784, 9.25784, 9, 9, 0.257837, 0.257837
0, 0, -0, 0, 0, 0
3.44909, 3.44909, 4, 4, -0.550907, -0.550907
9, 9, 9, 9, 0, 0
9.57838, 9.57838, 10, 10, -0.421623, -0.421623
6, 6, 6, 6, 0, 0
9, 9, 9, 9, 0, 0
0.247441, 0.247441, -0, 0, 0.247441, 0.247441
4.6338, 4.6338, 4.5, 4.5, 0.133795, 0.133795
4.5, 4.5, 4.5, 4.5, 0, 0
4.5, 4.5, 4.5, 4.5, 0, 0
0, 0, -0, 0, 0, 0
9.50253, 9.50253, 10, 10, -0.497468, -0.497468
0.679346, 0.679346, 1, 1, -0.320654, -0.320654
9.63564, 9.63564, 10, 10, -0.364361, -0.364361
9.06235, 9.06235, 9, 9, 0.0623497, 0.0623497
7.5, 7.5, 7.5, 7.5, 0, 0
6, 6, 6, 6, 0, 0
7.5, 7.5, 7.5, 7.5, 0, 0
1.81686, 1.81686, 1.5, 1.5, 0.316865, 0.316865
6, 6, 6, 6, 0, 0
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
9.0309, 9.0309, 9, 9, 0.030898, 0.030898
7.5, 7.5, 7.5, 7.5, 0, 0
4.70237, 4.70237, 4.5, 4.5, 0.202371, 0.202371
6, 6, 6, 6, 0, 0
1.40723, 1.40723, 3, 3, -1.59277, -1.59277
9.34266, 9.34266, 10, 10, -0.657339, -0.657339
2.69577, 2.69577, 2, 2, 0.695769, 0.695769
4.5, 4.5, 4.5, 4.5, 0, 0
0.0171924, 0.0171924, -0, 0, 0.0171924, 0.0171924
7.5, 7.5, 7.5, 7.5, 0, 0
8.7549, 8.7549, 8, 8, 0.754898, 0.754898
0, 0, -0, 0, 0, 0
0.280514, 0.280514, -0, 0, 0.280514, 0.280514
7.5, 7.5, 7.5, 7.5, 0, 0
7.5, 7.5, 7.5, 7.5, 0, 0
1.5, 1.5, 1.5, 1.5, 0, 0
9.11319, 9.11319, 9, 9, 0.113187, 0.113187
0.534649, 0.534649, 1, 1, -0.465351, -0.465351
7.5, 7.5, 7.5, 7.5, 0, 0
4.28348, 4.28348, 4.5, 4.5, -0.216525, -0.216525
2.66238, 2.66238, 2, 2, 0.662375, 0.662375
7.5, 7.5, 7.5, 7.5, 0, 0
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
3, 3, 3, 3, 0, 0
5.92736, 5.92736, 6, 6, -0.0726432, -0.0726432
0, 0, -0, 0, 0, 0
3.32146, 3.32146, 4, 4, -0.678542, -0.678542
9, 9, 9, 9, 0, 0
-0.0520489, -0.0520489, -0, 0, -0.0520489, -0.0520489
3.48156, 3.48156, 4, 4, -0.518444, -0.518444
6, 6, 6, 6, 0, 0
8.89667, 8.89667, 9, 9, -0.103334, -0.103334
2.90282, 2.90282, 3, 3, -0.0971836, -0.0971836
6, 6, 6, 6, 0, 0
4.5, 4.5, 4.5, 4.5, 0, 0
4.5, 4.5, 4.5, 4.5, 0, 0
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
7.5, 7.5, 7.5, 7.5, 0, 0
0.320057, 0.320057, 1, 1, -0.679943, -0.679943
6, 6, 6, 6, 0, 0
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
6, 6, 6, 6, 0, 0
5.47583, 5.47583, 5, 5, 0.475833, 0.475833
-0.727518, -0.727518, -1, -1, 0.272482, 0.272482
9.15417, 9.15417, 9, 9, 0.154172, 0.154172
9, 9, 9, 9, 0, 0
1.41327, 1.41327, 3, 3, -1.58673, -1.58673
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
3.56769, 3.56769, 4, 4, -0.43231, -0.43231
8.6038, 8.6038, 8, 8, 0.603796, 0.603796
1.69702, 1.69702, 1.5, 1.5, 0.197021, 0.197021
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
0.19877, 0.19877, -3.33067e-16, 0, 0.19877, 0.19877
0, 0, -0, 0, 0, 0
10.4208, 10.4208, 12, 12, -1.57915, -1.57915
4.5, 4.5, 4.5, 4.5, 0, 0
2.67653, 2.67653, 3.5, 3.5, -0.823475, -0.823475
8.94877, 8.94877, 9, 9, -0.05123, -0.05123
0, 0, -0, 0, 0, 0
2.6396, 2.6396, 2, 2, 0.639604, 0.639604
4.5, 4.5, 4.5, 4.5, 0, 0
0.652497, 0.652497, 1, 1, -0.347503, -0.347503
1.5, 1.5, 1.5, 1.5, 0, 0
6, 6, 6, 6, 0, 0
2.44236, 2.44236, 3.5, 3.5, -1.05764, -1.05764
9, 9, 9, 9, 0, 0
10.1485, 10.1485, 11, 11, -0.851463, -0.851463
4.5, 4.5, 4.5, 4.5, 0, 0
0, 0, -0, 0, 0, 0
9.25137, 9.25137, 9, 9, 0.251374, 0.251374
0, 0, -0, 0, 0, 0
7.8807, 7.8807, 7, 7, 0.880703, 0.880703
9.27282, 9.27282, 9, 9, 0.272817, 0.272817
0, 0, -0, 0, 0, 0
6, 6, 6, 6, 0, 0
9.66991, 9.66991, 10, 10, -0.330091, -0.330091
0.580542, 0.580542, 1, 1, -0.419458, -0.419458
6, 6, 6, 6, 0, 0
9.53805, 9.53805, 10, 10, -0.461947, -0.461947
9.2857, 9.2857, 9, 9, 0.285701, 0.285701
9, 9, 9, 9, 0, 0
9.27419, 9.27419, 9, 9, 0.274189, 0.274189
4.5, 4.5, 4.5, 4.5, 0, 0
10.0578, 10.0578, 11, 11, -0.942166, -0.942166
9, 9, 9, 9, 0, 0
3.6358, 3.6358, 4, 4, -0.364202, -0.364202
6, 6, 6, 6, 0, 0
4.5, 4.5, 4.5, 4.5, 0, 0
7.5, 7.5, 7.5, 7.5, 0, 0
9.36565, 9.36565, 10, 10, -0.634347, -0.634347
1.95563, 1.95563, 2.5, 2.5, -0.544368, -0.544368
4.5, 4.5, 4.5, 4.5, 0, 0
6, 6, 6, 6, 0, 0
9, 9, 9, 9, 0, 0
6, 6, 6, 6, 0, 0
4.46837, 4.46837, 4.5, 4.5, -0.0316272, -0.0316272
2.13336, 2.13336, 2.5, 2.5, -0.366641, -0.366641
9, 9, 9, 9, 0, 0
9, 9, 9, 9, 0, 0
10.3919, 10.3919, 12, 12, -1.60811, -1.60811
6, 6, 6, 6, 0, 0
1.5, 1.5, 1.5, 1.5, 0, 0
1.67111, 1.67111, 1.5, 1.5, 0.171107, 0.171107
9.04068, 9.04068, 9, 9, 0.0406824, 0.0406824
4.5, 4.5, 4.5, 4.5, 0, 0
8.62393, 8.62393, 8, 8, 0.623927, 0.623927
0.706724, 0.706724, 1, 1, -0.293276, -0.293276
9.33107, 9.33107, 9, 9, 0.331074, 0.331074
9, 9, 9, 9, 0, 0
2.25175, 2.25175, 3.5, 3.5, -1.24825, -1.24825
-0.227529, -0.227529, -1.11022e-16, 0, -0.227529, -0.227529
0, 0, -0, 0, 0, 0
6, 6, 6, 6, 0, 0
0, 0, -0, 0, 0, 0
-0.637101, -0.637101, -1, -1, 0.362899, 0.362899
9.52503, 9.52503, 10, 10, -0.474967, -0.474967
3.34203, 3.34203, 3, 3, 0.342034, 0.342034
4.5, 4.5, 4.5, 4.5, 0, 0
2.49321, 2.49321, 3.5, 3.5, -1.00679, -1.00679
4.5, 4.5, 4.5, 4.5, 0, 0
0.942742, 0.942742, 0.5, 0.5, 0.442742, 0.442742
1.63534, 1.63534, 1.5, 1.5, 0.135338, 0.135338
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
0.462254, 0.462254, 1, 1, -0.537746, -0.537746
6, 6, 6, 6, 0, 0
2.79399, 2.79399, 2, 2, 0.793993, 0.793993
0, 0, -0, 0, 0, 0
1.44974, 1.44974, 1.5, 1.5, -0.0502589, -0.0502589
8.59645, 8.59645, 8, 8, 0.596451, 0.596451
9, 9, 9, 9, 0, 0
9.10354, 9.10354, 9, 9, 0.103543, 0.103543
0, 0, -0, 0, 0, 0
4.76576, 4.76576, 4.5, 4.5, 0.265756, 0.265756
0.907135, 0.907135, 2, 2, -1.09287, -1.09287
3.27851, 3.27851, 4, 4, -0.721487, -0.721487
7.5, 7.5, 7.5, 7.5, 0, 0
4.61833, 4.61833, 4.5, 4.5, 0.118327, 0.118327
8.55166, 8.55166, 8, 8, 0.551658, 0.551658
6, 6, 6, 6, 0, 0
0, 0, -0, 0, 0, 0
3.71434, 3.71434, 4, 4, -0.28566, -0.28566
9.17772, 9.17772, 9, 9, 0.177722, 0.177722
4.5, 4.5, 4.5, 4.5, 0, 0
0, 0, -0, 0, 0, 0
3.35587, 3.35587, 4, 4, -0.644126, -0.644126
6, 6, 6, 6, 0, 0
0.561415, 0.561415, 1, 1, -0.438585, -0.438585
2.61142, 2.61142, 2, 2, 0.611423, 0.611423
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
2.54167, 2.54167, 2, 2, 0.541671, 0.541671
0, 0, -0, 0, 0, 0
1.83325, 1.83325, 2.5, 2.5, -0.666755, -0.666755
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
4.5, 4.5, 4.5, 4.5, 0, 0
6, 6, 6, 6, 0, 0
8.6396, 8.6396, 8, 8, 0.639604, 0.639604
0.0740153, 0.0740153, -0, 0, 0.0740153, 0.0740153
0.648008, 0.648008, 1, 1, -0.351992, -0.351992
1.72194, 1.72194, 1.5, 1.5, 0.221939, 0.221939
9, 9, 9, 9, 0, 0
7.5, 7.5, 7.5, 7.5, 0, 0
4.5, 4.5, 4.5, 4.5, 0, 0
1.15001, 1.15001, 2, 2, -0.849988, -0.849988
4.5, 4.5, 4.5, 4.5, 0, 0
9, 9, 9, 9, 0, 0
7.5, 7.5, 7.5, 7.5, 0, 0
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
9.24927, 9.24927, 9, 9, 0.249267, 0.249267
6, 6, 6, 6, 0, 0
6, 6, 6, 6, 0, 0
9.6744, 9.6744, 10, 10, -0.325602, -0.325602
0, 0, -0, 0, 0, 0
6, 6, 6, 6, 0, 0
0, 0, -0, 0, 0, 0
0.28085, 0.28085, -0, 0, 0.28085, 0.28085
5.72423, 5.72423, 5, 5, 0.72423, 0.72423
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
7.5, 7.5, 7.5, 7.5, 0, 0
3.56517, 3.56517, 4, 4, -0.43483, -0.43483
9.67734, 9.67734, 10, 10, -0.322658, -0.322658
9, 9, 9, 9, 0, 0
4.41991, 4.41991, 4.5, 4.5, -0.0800861, -0.0800861
7.5, 7.5, 7.5, 7.5, 0, 0
9, 9, 9, 9, 0, 0
7.5, 7.5, 7.5, 7.5, 0, 0
3, 3, 3, 3, 0, 0
6, 6, 6, 6, 0, 0
9.57018, 9.57018, 10, 10, -0.429822, -0.429822
9.05555, 9.05555, 9, 9, 0.0555523, 0.0555523
4.5, 4.5, 4.5, 4.5, 0, 0
7.5, 7.5, 7.5, 7.5, 0, 0
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
1.41458, 1.41458, 3, 3, -1.58542, -1.58542
8.85001, 8.85001, 9, 9, -0.149995, -0.149995
1.6192, 1.6192, 1.5, 1.5, 0.119204, 0.119204
7.5, 7.5, 7.5, 7.5, 0, 0
4.5, 4.5, 4.5, 4.5, 0, 0
3.08389, 3.08389, 3, 3, 0.0838915, 0.0838915
0.0526104, 0.0526104, -0, 0, 0.0526104, 0.0526104
0.831942, 0.831942, 1, 1, -0.168058, -0.168058
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
3.27558, 3.27558, 4, 4, -0.724417, -0.724417
0, 0, -0, 0, 0, 0
4.5, 4.5, 4.5, 4.5, 0, 0
6, 6, 6, 6, 0, 0
0, 0, -0, 0, 0, 0
0.622484, 0.622484, 1, 1, -0.377516, -0.377516
9.50826, 9.50826, 10, 10, -0.491741, -0.491741
6, 6, 6, 6, 0, 0
9, 9, 9, 9, 0, 0
2.47374, 2.47374, 3.5, 3.5, -1.02626, -1.02626
7.5, 7.5, 7.5, 7.5, 0, 0
8.42813, 8.42813, 8, 8, 0.428125, 0.428125
6, 6, 6, 6, 0, 0
9, 9, 9, 9, 0, 0
9, 9, 9, 9, 0, 0
0.447856, 0.447856, 1, 1, -0.552144, -0.552144
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
-0.114233, -0.114233, -0, 0, -0.114233, -0.114233
6, 6, 6, 6, 0, 0
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
1.59734, 1.59734, 1.5, 1.5, 0.0973401, 0.0973401
9, 9, 9, 9, 0, 0
4.76306, 4.76306, 4.5, 4.5, 0.263062, 0.263062
9.92957, 9.92957, 11, 11, -1.07043, -1.07043
6, 6, 6, 6, 0, 0
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
8.65124, 8.65124, 8, 8, 0.651238, 0.651238
3.14275, 3.14275, 3, 3, 0.142751, 0.142751
-0.416945, -0.416945, -1, -1, 0.583055, 0.583055
3.57659, 3.57659, 4, 4, -0.423407, -0.423407
7.5, 7.5, 7.5, 7.5, 0, 0
8.785, 8.785, 9, 9, -0.215002, -0.215002
9, 9, 9, 9, 0, 0
9.40459, 9.40459, 10, 10, -0.595414, -0.595414
6, 6, 6, 6, 0, 0
3.53693, 3.53693, 4, 4, -0.463072, -0.463072
2.51481, 2.51481, 2, 2, 0.514812, 0.514812
0, 0, -0, 0, 0, 0
3.42082, 3.42082, 4, 4, -0.579178, -0.579178
2.44129, 2.44129, 2, 2, 0.441287, 0.441287
1.74751, 1.74751, 1.5, 1.5, 0.247505, 0.247505
1.81691, 1.81691, 2.5, 2.5, -0.683086, -0.683086
10.418, 10.418, 12, 12, -1.582, -1.582
-0.0701456, -0.0701456, -0, 0, -0.0701456, -0.0701456
9, 9, 9, 9, 0, 0
8.90054, 8.90054, 9, 9, -0.099459, -0.099459
6, 6, 6, 6, 0, 0
2.79857, 2.79857, 2, 2, 0.798569, 0.798569
4.5, 4.5, 4.5, 4.5, 0, 0
3, 3, 3, 3, 0, 0
0, 0, -0, 0, 0, 0
9.42961, 9.42961, 10, 10, -0.570387, -0.570387
3.50264, 3.50264, 4, 4, -0.497356, -0.497356
0.581557, 0.581557, 1, 1, -0.418443, -0.418443
2.55528, 2.55528, 3.5, 3.5, -0.944717, -0.944717
4.63877, 4.63877, 4.5, 4.5, 0.138771, 0.138771
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
3.26752, 3.26752, 3, 3, 0.267524, 0.267524
7.84886, 7.84886, 7, 7, 0.848863, 0.848863
9.23911, 9.23911, 9, 9, 0.239114, 0.239114
0, 0, -0, 0, 0, 0
9.56253, 9.56253, 10, 10, -0.437474, -0.437474
3.61429, 3.61429, 4, 4, -0.385712, -0.385712
9.58107, 9.58107, 10, 10, -0.418934, -0.418934
9, 9, 9, 9, 0, 0
7.5, 7.5, 7.5, 7.5, 0, 0
8.72817, 8.72817, 9, 9, -0.271833, -0.271833
3, 3, 3, 3, 0, 0
4.68861, 4.68861, 4.5, 4.5, 0.188613, 0.188613
4.5, 4.5, 4.5, 4.5, 0, 0
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
3.67516, 3.67516, 4, 4, -0.324843, -0.324843
8.93669, 8.93669, 9, 9, -0.0633117, -0.0633117
0.939448, 0.939448, 2, 2, -1.06055, -1.06055
9.84088, 9.84088, 11, 11, -1.15912, -1.15912
7.5, 7.5, 7.5, 7.5, 0, 0
3, 3, 3, 3, 0, 0
8.43031, 8.43031, 8, 8, 0.43031, 0.43031
3.58472, 3.58472, 4, 4, -0.415278, -0.415278
9.07144, 9.07144, 9, 9, 0.0714392, 0.0714392
0.0716357, 0.0716357, -0, 0, 0.0716357, 0.0716357
9.27798, 9.27798, 9, 9, 0.277983, 0.277983
4.86784, 4.86784, 4.5, 4.5, 0.367837, 0.367837
0.230253, 0.230253, 1, 1, -0.769747, -0.769747
0.999998, 0.999998, 2, 2, -1, -1
8.93777, 8.93777, 9, 9, -0.0622332, -0.0622332
3, 3, 3, 3, 0, 0
6, 6, 6, 6, 0, 0
4.73917, 4.73917, 4.5, 4.5, 0.239168, 0.239168
0, 0, -0, 0, 0, 0
6, 6, 6, 6, 0, 0
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
0.506795, 0.506795, 1, 1, -0.493205, -0.493205
6, 6, 6, 6, 0, 0
0, 0, -0, 0, 0, 0
4.55176, 4.55176, 4.5, 4.5, 0.0517572, 0.0517572
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
6, 6, 6, 6, 0, 0
6, 6, 6, 6, 0, 0
1.70188, 1.70188, 1.5, 1.5, 0.201875, 0.201875
5.4539, 5.4539, 5, 5, 0.4539, 0.4539
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
7.5, 7.5, 7.5, 7.5, 0, 0
3.5778, 3.5778, 4, 4, -0.422196, -0.422196
6, 6, 6, 6, 0, 0
0.762663, 0.762663, 1, 1, -0.237337, -0.237337
9, 9, 9, 9, 0, 0
0.436601, 0.436601, 1, 1, -0.563399, -0.563399
7.5, 7.5, 7.5, 7.5, 0, 0
0, 0, -0, 0, 0, 0
2.50671, 2.50671, 2, 2, 0.506712, 0.506712
2.62278, 2.62278, 2, 2, 0.62278, 0.62278
0, 0, -0, 0, 0, 0
3.54102, 3.54102, 4, 4, -0.458982, -0.458982
0.785872, 0.785872, 1, 1, -0.214128, -0.214128
0.27624, 0.27624, -0, 0, 0.27624, 0.27624
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
6, 6, 6, 6, 0, 0
6, 6, 6, 6, 0, 0
2.61535, 2.61535, 2, 2, 0.615353, 0.615353
6, 6, 6, 6, 0, 0
9, 9, 9, 9, 0, 0
0.591573, 0.591573, 1, 1, -0.408427, -0.408427
7.5, 7.5, 7.5, 7.5, 0, 0
0, 0, -0, 0, 0, 0
1.52063, 1.52063, 3, 3, -1.47937, -1.47937
4.5, 4.5, 4.5, 4.5, 0, 0
2.57429, 2.57429, 3.5, 3.5, -0.925706, -0.925706
0, 0, -0, 0, 0, 0
6, 6, 6, 6, 0, 0
2.74628, 2.74628, 2, 2, 0.746284, 0.746284
6, 6, 6, 6, 0, 0
2.46402, 2.46402, 2, 2, 0.464025, 0.464025
1.71613, 1.71613, 1.5, 1.5, 0.216128, 0.216128
7.5, 7.5, 7.5, 7.5, 0, 0
7.5, 7.5, 7.5, 7.5, 0, 0
4.5, 4.5, 4.5, 4.5, 0, 0
9, 9, 9, 9, 0, 0
9, 9, 9, 9, 0, 0
9.01782, 9.01782, 9, 9, 0.0178174, 0.0178174
2.79587, 2.79587, 2, 2, 0.795875, 0.795875
4.41709, 4.41709, 4.5, 4.5, -0.0829105, -0.0829105
3, 3, 3, 3, 0, 0
0.216026, 0.216026, 2.22045e-16, 0, 0.216026, 0.216026
3.42961, 3.42961, 4, 4, -0.570387, -0.570387
3.49637, 3.49637, 4, 4, -0.503632, -0.503632
0, 0, -0, 0, 0, 0
1.07736, 1.07736, 2, 2, -0.922642, -0.922642
4.5, 4.5, 4.5, 4.5, 0, 0
0.454245, 0.454245, 1, 1, -0.545755, -0.545755
4.5, 4.5, 4.5, 4.5, 0, 0
6, 6, 6, 6, 0, 0
0, 0, -0, 0, 0, 0
7.5, 7.5, 7.5, 7.5, 0, 0
0, 0, -0, 0, 0, 0
6, 6, 6, 6, 0, 0
9, 9, 9, 9, 0, 0
0.674444, 0.674444, 1, 1, -0.325556, -0.325556
3.55562, 3.55562, 4, 4, -0.444379, -0.444379
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
5.6495, 5.6495, 5, 5, 0.649503, 0.649503
9, 9, 9, 9, 0, 0
0.255022, 0.255022, -0, 0, 0.255022, 0.255022
1.07395, 1.07395, 2, 2, -0.926054, -0.926054
0, 0, -0, 0, 0, 0
9.19722, 9.19722, 9, 9, 0.197216, 0.197216
3.20435, 3.20435, 3, 3, 0.204347, 0.204347
8.93669, 8.93669, 9, 9, -0.0633117, -0.0633117
9, 9, 9, 9, 0, 0
7.5, 7.5, 7.5, 7.5, 0, 0
0, 0, -0, 0, 0, 0
3, 3, 3, 3, 0, 0
2.41929, 2.41929, 2, 2, 0.41929, 0.41929
0, 0, -0, 0, 0, 0
7.5, 7.5, 7.5, 7.5, 0, 0
4.45616, 4.45616, 4.5, 4.5, -0.0438406, -0.0438406
0, 0, -0, 0, 0, 0
0.801592, 0.801592, 1, 1, -0.198408, -0.198408
-0.230253, -0.230253, -1, -1, 0.769747, 0.769747
0, 0, -0, 0, 0, 0
1.36125, 1.36125, 1.5, 1.5, -0.138755, -0.138755
0.140291, 0.140291, -3.33067e-16, 0, 0.140291, 0.140291
8.75523, 8.75523, 8, 8, 0.755229, 0.755229
4.5, 4.5, 4.5, 4.5, 0, 0
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
9.91275, 9.91275, 11, 11, -1.08725, -1.08725
0.256115, 0.256115, 1, 1, -0.743885, -0.743885
1.31882, 1.31882, 0.5, 0.5, 0.818819, 0.818819
9.47053, 9.47053, 10, 10, -0.529468, -0.529468
9, 9, 9, 9, 0, 0
3.79756, 3.79756, 4, 4, -0.202444, -0.202444
6, 6, 6, 6, 0, 0
6, 6, 6, 6, 0, 0
0, 0, -0, 0, 0, 0
8.32023, 8.32023, 8, 8, 0.320234, 0.320234
9.4866, 9.4866, 10, 10, -0.513404, -0.513404
4.31302, 4.31302, 3.5, 3.5, 0.813019, 0.813019
8.82205, 8.82205, 9, 9, -0.177949, -0.177949
3.48809, 3.48809, 4, 4, -0.51191, -0.51191
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
9.42362, 9.42362, 10, 10, -0.576384, -0.576384
0.395301, 0.395301, 1, 1, -0.604699, -0.604699
1.75474, 1.75474, 1.5, 1.5, 0.254738, 0.254738
0.132446, 0.132446, -0, 0, 0.132446, 0.132446
2.44186, 2.44186, 2, 2, 0.441862, 0.441862
8.71877, 8.71877, 8, 8, 0.71877, 0.71877
3.40077, 3.40077, 4, 4, -0.599229, -0.599229
9.50003, 9.50003, 10, 10, -0.499969, -0.499969
3.81885, 3.81885, 4, 4, -0.181155, -0.181155
0.305837, 0.305837, -0, 0, 0.305837, 0.305837
0, 0, -0, 0, 0, 0
6, 6, 6, 6, 0, 0
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
2.57078, 2.57078, 2, 2, 0.570784, 0.570784
6, 6, 6, 6, 0, 0
6, 6, 6, 6, 0, 0
9, 9, 9, 9, 0, 0
6, 6, 6, 6, 0, 0
4.5, 4.5, 4.5, 4.5, 0, 0
10.4928, 10.4928, 12, 12, -1.50718, -1.50718
