Local Calc, Lattice Calc, Clock Local Calc, Clock Lattice Calc, Dipolar Local Calc, Dipolar Lattice Calc
0.434496, 0.434496, 1, 1, -0.565504, -0.565504
1.18614, 1.18614, 3, 3, -1.81386, -1.81386
10.1938, 10.1938, 12, 12, -1.80624, -1.80624
3.46432, 3.46432, 4, 4, -0.535678, -0.535678
6, 6, 6, 6, 0, 0
7.5, 7.5, 7.5, 7.5, 0, 0
3.04958, 3.04958, 4, 4, -0.950416, -0.950416
0.0495843, 0.0495843, 1, 1, -0.950416, -0.950416
9, 9, 9, 9, 0, 0
6, 6, 6, 6, 0, 0
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
9, 9, 9, 9, 0, 0
6, 6, 6, 6, 0, 0
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
10.5566, 10.5566, 11, 11, -0.443404, -0.443404
9.49837, 9.49837, 9, 9, 0.498368, 0.498368
9, 9, 9, 9, 0, 0
0.446543, 0.446543, 1, 1, -0.553457, -0.553457
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
9, 9, 9, 9, 0, 0
9.34472, 9.34472, 10, 10, -0.655284, -0.655284
6, 6, 6, 6, 0, 0
4.5, 4.5, 4.5, 4.5, 0, 0
9, 9, 9, 9, 0, 0
9.04896, 9.04896, 10, 10, -0.951036, -0.951036
1.18798, 1.18798, 3, 3, -1.81202, -1.81202
6, 6, 6, 6, 0, 0
0.446944, 0.446944, 1, 1, -0.553056, -0.553056
1.17023, 1.17023, 3, 3, -1.82977, -1.82977
1.13292, 1.13292, 3, 3, -1.86708, -1.86708
3.24594, 3.24594, 4, 4, -0.754059, -0.754059
9.16789, 9.16789, 9, 9, 0.167885, 0.167885
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
1.02474, 1.02474, 3, 3, -1.97526, -1.97526
9.33024, 9.33024, 10, 10, -0.669756, -0.669756
6, 6, 6, 6, 0, 0
9, 9, 9, 9, 0, 0
9, 9, 9, 9, 0, 0
6, 6, 6, 6, 0, 0
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
0.829541, 0.829541, 3, 3, -2.17046, -2.17046
9.74907, 9.74907, 12, 12, -2.25093, -2.25093
0.973947, 0.973947, 3, 3, -2.02605, -2.02605
9.31523, 9.31523, 10, 10, -0.684771, -0.684771
6, 6, 6, 6, 0, 0
9, 9, 9, 9, 0, 0
1.12888, 1.12888, 3, 3, -1.87112, -1.87112
0, 0, -0, 0, 0, 0
6, 6, 6, 6, 0, 0
10.0128, 10.0128, 12, 12, -1.98722, -1.98722
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
9, 9, 9, 9, 0, 0
9, 9, 9, 9, 0, 0
3.45733, 3.45733, 4, 4, -0.542668, -0.542668
9, 9, 9, 9, 0, 0
10.1511, 10.1511, 12, 12, -1.84891, -1.84891
0.405269, 0.405269, 1, 1, -0.594731, -0.594731
9.32993, 9.32993, 10, 10, -0.670069, -0.670069
0, 0, -0, 0, 0, 0
9.70182, 9.70182, 12, 12, -2.29818, -2.29818
9, 9, 9, 9, 0, 0
9, 9, 9, 9, 0, 0
9.32397, 9.32397, 10, 10, -0.676032, -0.676032
0.450214, 0.450214, 1, 1, -0.549786, -0.549786
1.17182, 1.17182, 3, 3, -1.82818, -1.82818
1.16876, 1.16876, 3, 3, -1.83124, -1.83124
6, 6, 6, 6, 0, 0
6, 6, 6, 6, 0, 0
9, 9, 9, 9, 0, 0
9.71152, 9.71152, 12, 12, -2.28848, -2.28848
0.726632, 0.726632, 3, 3, -2.27337, -2.27337
9, 9, 9, 9, 0, 0
9, 9, 9, 9, 0, 0
0.434129, 0.434129, 1, 1, -0.565871, -0.565871
10.1702, 10.1702, 12, 12, -1.82977, -1.82977
9, 9, 9, 9, 0, 0
9, 9, 9, 9, 0, 0
6, 6, 6, 6, 0, 0
0.990344, 0.990344, 3, 3, -2.00966, -2.00966
9, 9, 9, 9, 0, 0
9, 9, 9, 9, 0, 0
1.13228, 1.13228, 3, 3, -1.86772, -1.86772
9.42896, 9.42896, 10, 10, -0.571043, -0.571043
9, 9, 9, 9, 0, 0
10.167, 10.167, 12, 12, -1.83297, -1.83297
1.18057, 1.18057, 3, 3, -1.81943, -1.81943
9, 9, 9, 9, 0, 0
6, 6, 6, 6, 0, 0
9, 9, 9, 9, 0, 0
10.019, 10.019, 12, 12, -1.981, -1.981
9.51977, 9.51977, 11, 11, -1.48023, -1.48023
0.734759, 0.734759, 2, 2, -1.26524, -1.26524
0, 0, -0, 0, 0, 0
9.39744, 9.39744, 10, 10, -0.602559, -0.602559
1.16667, 1.16667, 3, 3, -1.83333, -1.83333
1.17915, 1.17915, 3, 3, -1.82085, -1.82085
0, 0, -0, 0, 0, 0
9.48826, 9.48826, 10, 10, -0.511736, -0.511736
2.28349, 2.28349, 3.5, 3.5, -1.21651, -1.21651
8.61583, 8.61583, 9, 9, -0.38417, -0.38417
-0.0495843, -0.0495843, -1, -1, 0.950416, 0.950416
7.5, 7.5, 7.5, 7.5, 0, 0
9.46047, 9.46047, 10, 10, -0.539531, -0.539531
3.43486, 3.43486, 4, 4, -0.565141, -0.565141
9, 9, 9, 9, 0, 0
9, 9, 9, 9, 0, 0
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
6, 6, 6, 6, 0, 0
0, 0, -0, 0, 0, 0
0.697704, 0.697704, 2, 2, -1.3023, -1.3023
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
1.18643, 1.18643, 3, 3, -1.81357, -1.81357
0, 0, -0, 0, 0, 0
6, 6, 6, 6, 0, 0
6, 6, 6, 6, 0, 0
9.31118, 9.31118, 9, 9, 0.311177, 0.311177
9.57489, 9.57489, 9, 9, 0.574889, 0.574889
-0.0275579, -0.0275579, 1, 1, -1.02756, -1.02756
2.21717, 2.21717, 3.5, 3.5, -1.28283, -1.28283
6, 6, 6, 6, 0, 0
0.434129, 0.434129, 1, 1, -0.565871, -0.565871
1.16697, 1.16697, 3, 3, -1.83303, -1.83303
0, 0, -0, 0, 0, 0
6, 6, 6, 6, 0, 0
0, 0, -0, 0, 0, 0
6, 6, 6, 6, 0, 0
3.08664, 3.08664, 4, 4, -0.913361, -0.913361
1.96407, 1.96407, 3.5, 3.5, -1.53593, -1.53593
0, 0, -0, 0, 0, 0
6, 6, 6, 6, 0, 0
3.44963, 3.44963, 4, 4, -0.550369, -0.550369
0, 0, -0, 0, 0, 0
1.11962, 1.11962, 3, 3, -1.88038, -1.88038
6, 6, 6, 6, 0, 0
9.56155, 9.56155, 10, 10, -0.438447, -0.438447
10.245, 10.245, 12, 12, -1.75496, -1.75496
9, 9, 9, 9, 0, 0
9, 9, 9, 9, 0, 0
0.996385, 0.996385, 3, 3, -2.00361, -2.00361
3.32254, 3.32254, 4, 4, -0.677457, -0.677457
0.456969, 0.456969, 1, 1, -0.543031, -0.543031
1.16667, 1.16667, 3, 3, -1.83333, -1.83333
9, 9, 9, 9, 0, 0
9.32308, 9.32308, 10, 10, -0.676916, -0.676916
9, 9, 9, 9, 0, 0
1.03486, 1.03486, 3, 3, -1.96514, -1.96514
0, 0, -0, 0, 0, 0
0.719318, 0.719318, 3, 3, -2.28068, -2.28068
9.96485, 9.96485, 12, 12, -2.03515, -2.03515
0.313442, 0.313442, 1, 1, -0.686558, -0.686558
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
10.1505, 10.1505, 12, 12, -1.84949, -1.84949
3.40042, 3.40042, 4, 4, -0.599583, -0.599583
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
9, 9, 9, 9, 0, 0
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
0.456489, 0.456489, 1, 1, -0.543511, -0.543511
9, 9, 9, 9, 0, 0
9, 9, 9, 9, 0, 0
6, 6, 6, 6, 0, 0
3.31777, 3.31777, 4, 4, -0.682235, -0.682235
0.964781, 0.964781, 3, 3, -2.03522, -2.03522
0.706669, 0.706669, 3, 3, -2.29333, -2.29333
0, 0, -0, 0, 0, 0
9.98022, 9.98022, 12, 12, -2.01978, -2.01978
9.33351, 9.33351, 10, 10, -0.666487, -0.666487
6, 6, 6, 6, 0, 0
9, 9, 9, 9, 0, 0
1.17831, 1.17831, 3, 3, -1.82169, -1.82169
9.45702, 9.45702, 10, 10, -0.542981, -0.542981
9, 9, 9, 9, 0, 0
0.98303, 0.98303, 3, 3, -2.01697, -2.01697
9, 9, 9, 9, 0, 0
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
9.37325, 9.37325, 10, 10, -0.626745, -0.626745
6, 6, 6, 6, 0, 0
1.17108, 1.17108, 3, 3, -1.82892, -1.82892
10.1809, 10.1809, 12, 12, -1.81907, -1.81907
0.460231, 0.460231, 1, 1, -0.539769, -0.539769
9, 9, 9, 9, 0, 0
10.0725, 10.0725, 12, 12, -1.92747, -1.92747
0.92427, 0.92427, 3, 3, -2.07573, -2.07573
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
9.45059, 9.45059, 10, 10, -0.549411, -0.549411
3.4067, 3.4067, 4, 4, -0.593299, -0.593299
0, 0, -0, 0, 0, 0
1.17878, 1.17878, 3, 3, -1.82122, -1.82122
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
9, 9, 9, 9, 0, 0
3.12611, 3.12611, 4, 4, -0.873894, -0.873894
0.821161, 0.821161, 2, 2, -1.17884, -1.17884
6, 6, 6, 6, 0, 0
0, 0, -0, 0, 0, 0
10.1656, 10.1656, 12, 12, -1.83439, -1.83439
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
-0.236154, -0.236154, -1, -1, 0.763846, 0.763846
4.5, 4.5, 4.5, 4.5, 0, 0
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
9.50691, 9.50691, 10, 10, -0.493089, -0.493089
9.42609, 9.42609, 10, 10, -0.573911, -0.573911
1.18374, 1.18374, 3, 3, -1.81626, -1.81626
0, 0, -0, 0, 0, 0
0.426089, 0.426089, 1, 1, -0.573911, -0.573911
1.55369, 1.55369, 1.5, 1.5, 0.0536879, 0.0536879
9, 9, 9, 9, 0, 0
4.12284, 4.12284, 4, 4, 0.122841, 0.122841
3, 3, 3, 3, 0, 0
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
6, 6, 6, 6, 0, 0
1.18643, 1.18643, 3, 3, -1.81357, -1.81357
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
7.5, 7.5, 7.5, 7.5, 0, 0
0.313296, 0.313296, 1, 1, -0.686704, -0.686704
0, 0, -0, 0, 0, 0
7.5, 7.5, 7.5, 7.5, 0, 0
10.1045, 10.1045, 12, 12, -1.89551, -1.89551
9.33881, 9.33881, 10, 10, -0.661186, -0.661186
3.46461, 3.46461, 4, 4, -0.535389, -0.535389
9, 9, 9, 9, 0, 0
10.1567, 10.1567, 12, 12, -1.84333, -1.84333
6, 6, 6, 6, 0, 0
6, 6, 6, 6, 0, 0
9, 9, 9, 9, 0, 0
9.9048, 9.9048, 12, 12, -2.0952, -2.0952
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
9, 9, 9, 9, 0, 0
0.471949, 0.471949, 1, 1, -0.528051, -0.528051
9, 9, 9, 9, 0, 0
10.1563, 10.1563, 12, 12, -1.84369, -1.84369
6, 6, 6, 6, 0, 0
3.37407, 3.37407, 4, 4, -0.625933, -0.625933
9, 9, 9, 9, 0, 0
0.732739, 0.732739, 3, 3, -2.26726, -2.26726
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
6, 6, 6, 6, 0, 0
3.47374, 3.47374, 4, 4, -0.526264, -0.526264
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
9.32159, 9.32159, 10, 10, -0.67841, -0.67841
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
9, 9, 9, 9, 0, 0
0.946802, 0.946802, 3, 3, -2.0532, -2.0532
6, 6, 6, 6, 0, 0
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
1.18374, 1.18374, 3, 3, -1.81626, -1.81626
9, 9, 9, 9, 0, 0
0.303148, 0.303148, 1, 1, -0.696852, -0.696852
9.94801, 9.94801, 12, 12, -2.05199, -2.05199
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
0.461561, 0.461561, 1, 1, -0.538439, -0.538439
1.18859, 1.18859, 3, 3, -1.81141, -1.81141
10.1915, 10.1915, 12, 12, -1.8085, -1.8085
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
0.955235, 0.955235, 3, 3, -2.04477, -2.04477
0.710301, 0.710301, 3, 3, -2.2897, -2.2897
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
9, 9, 9, 9, 0, 0
9, 9, 9, 9, 0, 0
1.18427, 1.18427, 3, 3, -1.81573, -1.81573
1.19413, 1.19413, 3, 3, -1.80587, -1.80587
3.47521, 3.47521, 4, 4, -0.524789, -0.524789
9, 9, 9, 9, 0, 0
0.996008, 0.996008, 3, 3, -2.00399, -2.00399
9.81007, 9.81007, 12, 12, -2.18993, -2.18993
0.904802, 0.904802, 3, 3, -2.0952, -2.0952
10.1685, 10.1685, 12, 12, -1.83149, -1.83149
9, 9, 9, 9, 0, 0
9.42168, 9.42168, 10, 10, -0.578319, -0.578319
9, 9, 9, 9, 0, 0
1.19376, 1.19376, 3, 3, -1.80624, -1.80624
9.47195, 9.47195, 10, 10, -0.528051, -0.528051
9.36125, 9.36125, 10, 10, -0.638748, -0.638748
0, 0, -0, 0, 0, 0
7.5, 7.5, 7.5, 7.5, 0, 0
0, 0, -0, 0, 0, 0
9.78411, 9.78411, 11, 11, -1.21589, -1.21589
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
1.18022, 1.18022, 3, 3, -1.81978, -1.81978
10.1909, 10.1909, 12, 12, -1.80908, -1.80908
0, 0, -0, 0, 0, 0
0.506911, 0.506911, 1, 1, -0.493089, -0.493089
3.23615, 3.23615, 4, 4, -0.763846, -0.763846
0, 0, -0, 0, 0, 0
5.07489, 5.07489, 4.5, 4.5, 0.574889, 0.574889
9.23615, 9.23615, 10, 10, -0.763846, -0.763846
6, 6, 6, 6, 0, 0
0, 0, -0, 0, 0, 0
10.1837, 10.1837, 12, 12, -1.81626, -1.81626
1.18374, 1.18374, 3, 3, -1.81626, -1.81626
9, 9, 9, 9, 0, 0
3.05369, 3.05369, 3, 3, 0.0536879, 0.0536879
3, 3, 3, 3, 0, 0
1.12284, 1.12284, 1, 1, 0.122841, 0.122841
6.06461, 6.06461, 5, 5, 1.06461, 1.06461
2.1977, 2.1977, 3.5, 3.5, -1.3023, -1.3023
9.40949, 9.40949, 10, 10, -0.590512, -0.590512
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
9, 9, 9, 9, 0, 0
3.36418, 3.36418, 4, 4, -0.635816, -0.635816
7.5, 7.5, 7.5, 7.5, 0, 0
9.3133, 9.3133, 10, 10, -0.686704, -0.686704
0.0495843, 0.0495843, 1, 1, -0.950416, -0.950416
0, 0, -0, 0, 0, 0
1.10449, 1.10449, 3, 3, -1.89551, -1.89551
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
1.15667, 1.15667, 3, 3, -1.84333, -1.84333
3.3132, 3.3132, 4, 4, -0.686797, -0.686797
3.5245, 3.5245, 4, 4, -0.475502, -0.475502
1.21724, 1.21724, 3, 3, -1.78276, -1.78276
9, 9, 9, 9, 0, 0
9, 9, 9, 9, 0, 0
9, 9, 9, 9, 0, 0
9.30935, 9.30935, 10, 10, -0.690649, -0.690649
3.47195, 3.47195, 4, 4, -0.528051, -0.528051
10.1861, 10.1861, 12, 12, -1.81386, -1.81386
1.15631, 1.15631, 3, 3, -1.84369, -1.84369
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
1.01808, 1.01808, 3, 3, -1.98192, -1.98192
0.732739, 0.732739, 3, 3, -2.26726, -2.26726
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
10.1879, 10.1879, 12, 12, -1.81215, -1.81215
9, 9, 9, 9, 0, 0
9.42124, 9.42124, 10, 10, -0.578763, -0.578763
9.32159, 9.32159, 10, 10, -0.67841, -0.67841
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
0.686089, 0.686089, 3, 3, -2.31391, -2.31391
9, 9, 9, 9, 0, 0
0.302036, 0.302036, 1, 1, -0.697964, -0.697964
9.47089, 9.47089, 10, 10, -0.529113, -0.529113
9, 9, 9, 9, 0, 0
1.18374, 1.18374, 3, 3, -1.81626, -1.81626
6, 6, 6, 6, 0, 0
3.30315, 3.30315, 4, 4, -0.696852, -0.696852
0, 0, -0, 0, 0, 0
9.6872, 9.6872, 12, 12, -2.3128, -2.3128
0.692415, 0.692415, 3, 3, -2.30758, -2.30758
9, 9, 9, 9, 0, 0
3.31674, 3.31674, 4, 4, -0.683261, -0.683261
0, 0, -0, 0, 0, 0
10.1886, 10.1886, 12, 12, -1.81141, -1.81141
1.1915, 1.1915, 3, 3, -1.8085, -1.8085
9, 9, 9, 9, 0, 0
6, 6, 6, 6, 0, 0
9, 9, 9, 9, 0, 0
0.710301, 0.710301, 3, 3, -2.2897, -2.2897
9, 9, 9, 9, 0, 0
10.0098, 10.0098, 12, 12, -1.99024, -1.99024
0, 0, -0, 0, 0, 0
0.443675, 0.443675, 1, 1, -0.556325, -0.556325
9, 9, 9, 9, 0, 0
9, 9, 9, 9, 0, 0
9.47521, 9.47521, 10, 10, -0.524789, -0.524789
0.315314, 0.315314, 1, 1, -0.684686, -0.684686
9, 9, 9, 9, 0, 0
9, 9, 9, 9, 0, 0
0.904802, 0.904802, 3, 3, -2.0952, -2.0952
9, 9, 9, 9, 0, 0
3.42977, 3.42977, 4, 4, -0.570231, -0.570231
0.421681, 0.421681, 1, 1, -0.578319, -0.578319
9, 9, 9, 9, 0, 0
1.19376, 1.19376, 3, 3, -1.80624, -1.80624
3.47195, 3.47195, 4, 4, -0.528051, -0.528051
6, 6, 6, 6, 0, 0
9, 9, 9, 9, 0, 0
0.520394, 0.520394, 2, 2, -1.47961, -1.47961
0, 0, -0, 0, 0, 0
2.28411, 2.28411, 3.5, 3.5, -1.21589, -1.21589
9.51752, 9.51752, 10, 10, -0.482478, -0.482478
6, 6, 6, 6, 0, 0
9, 9, 9, 9, 0, 0
9, 9, 9, 9, 0, 0
6, 6, 6, 6, 0, 0
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
0.574889, 0.574889, -1.11022e-16, 0, 0.574889, 0.574889
0.574889, 0.574889, -0, 0, 0.574889, 0.574889
6, 6, 6, 6, 0, 0
3.50691, 3.50691, 4, 4, -0.493089, -0.493089
9, 9, 9, 9, 0, 0
1.18374, 1.18374, 3, 3, -1.81626, -1.81626
1.18374, 1.18374, 3, 3, -1.81626, -1.81626
6, 6, 6, 6, 0, 0
6, 6, 6, 6, 0, 0
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
9.06461, 9.06461, 8, 8, 1.06461, 1.06461
9, 9, 9, 9, 0, 0
9, 9, 9, 9, 0, 0
0.448746, 0.448746, 1, 1, -0.551254, -0.551254
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
9.36418, 9.36418, 10, 10, -0.635816, -0.635816
3.06295, 3.06295, 3, 3, 0.0629478, 0.0629478
0.313296, 0.313296, 1, 1, -0.686704, -0.686704
0, 0, -0, 0, 0, 0
9.44325, 9.44325, 11, 11, -1.55675, -1.55675
9, 9, 9, 9, 0, 0
0.338814, 0.338814, 1, 1, -0.661186, -0.661186
0.464611, 0.464611, 1, 1, -0.535389, -0.535389
1.18643, 1.18643, 3, 3, -1.81357, -1.81357
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
9.5245, 9.5245, 10, 10, -0.475502, -0.475502
10.2172, 10.2172, 12, 12, -1.78276, -1.78276
0.904802, 0.904802, 3, 3, -2.0952, -2.0952
0.793838, 0.793838, 3, 3, -2.20616, -2.20616
0.983193, 0.983193, 3, 3, -2.01681, -2.01681
0.309351, 0.309351, 1, 1, -0.690649, -0.690649
0.471949, 0.471949, 1, 1, -0.528051, -0.528051
9, 9, 9, 9, 0, 0
1.15631, 1.15631, 3, 3, -1.84369, -1.84369
9, 9, 9, 9, 0, 0
9.37407, 9.37407, 10, 10, -0.625933, -0.625933
1.01808, 1.01808, 3, 3, -1.98192, -1.98192
0.732739, 0.732739, 3, 3, -2.26726, -2.26726
9, 9, 9, 9, 0, 0
0.951653, 0.951653, 3, 3, -2.04835, -2.04835
9.29994, 9.29994, 10, 10, -0.700063, -0.700063
9.47374, 9.47374, 10, 10, -0.526264, -0.526264
9, 9, 9, 9, 0, 0
9, 9, 9, 9, 0, 0
3.42124, 3.42124, 4, 4, -0.578763, -0.578763
3.32159, 3.32159, 4, 4, -0.67841, -0.67841
0.962549, 0.962549, 3, 3, -2.03745, -2.03745
9, 9, 9, 9, 0, 0
0.686089, 0.686089, 3, 3, -2.31391, -2.31391
9.9468, 9.9468, 12, 12, -2.0532, -2.0532
0.302036, 0.302036, 1, 1, -0.697964, -0.697964
6, 6, 6, 6, 0, 0
1.1897, 1.1897, 3, 3, -1.8103, -1.8103
10.1837, 10.1837, 12, 12, -1.81626, -1.81626
0.455139, 0.455139, 1, 1, -0.544861, -0.544861
3.30315, 3.30315, 4, 4, -0.696852, -0.696852
9.94801, 9.94801, 12, 12, -2.05199, -2.05199
9, 9, 9, 9, 0, 0
0.692415, 0.692415, 3, 3, -2.30758, -2.30758
9, 9, 9, 9, 0, 0
3.31674, 3.31674, 4, 4, -0.683261, -0.683261
0, 0, -0, 0, 0, 0
10.1886, 10.1886, 12, 12, -1.81141, -1.81141
10.1915, 10.1915, 12, 12, -1.8085, -1.8085
0.470524, 0.470524, 1, 1, -0.529476, -0.529476
3.18716, 3.18716, 4, 4, -0.812836, -0.812836
0, 0, -0, 0, 0, 0
9.69083, 9.69083, 12, 12, -2.30917, -2.30917
0.719473, 0.719473, 3, 3, -2.28053, -2.28053
9.99514, 9.99514, 12, 12, -2.00486, -2.00486
6, 6, 6, 6, 0, 0
0, 0, -0, 0, 0, 0
10.2985, 10.2985, 12, 12, -1.70153, -1.70153
9.76037, 9.76037, 11, 11, -1.23963, -1.23963
0.0414558, 0.0414558, -0, 0, 0.0414558, 0.0414558
3.16406, 3.16406, 4, 4, -0.835938, -0.835938
9, 9, 9, 9, 0, 0
9.77562, 9.77562, 12, 12, -2.22438, -2.22438
0.87668, 0.87668, 3, 3, -2.12332, -2.12332
10.1389, 10.1389, 12, 12, -1.86108, -1.86108
0.389481, 0.389481, 1, 1, -0.610519, -0.610519
9.49579, 9.49579, 10, 10, -0.504209, -0.504209
10.3709, 10.3709, 12, 12, -1.62911, -1.62911
0.874207, 0.874207, 2, 2, -1.12579, -1.12579
0, 0, -0, 0, 0, 0
0.304728, 0.304728, 1, 1, -0.695272, -0.695272
1.12574, 1.12574, 3, 3, -1.87426, -1.87426
0.492222, 0.492222, 2, 2, -1.50778, -1.50778
6, 6, 6, 6, 0, 0
0, 0, -0, 0, 0, 0
0.477234, 0.477234, 1, 1, -0.522766, -0.522766
6, 6, 6, 6, 0, 0
9, 9, 9, 9, 0, 0
10.3422, 10.3422, 12, 12, -1.65783, -1.65783
9, 9, 9, 9, 0, 0
0.472826, 0.472826, 1, 1, -0.527174, -0.527174
9, 9, 9, 9, 0, 0
9.60127, 9.60127, 9, 9, 0.601275, 0.601275
4.5, 4.5, 4.5, 4.5, 0, 0
0.206557, 0.206557, 1, 1, -0.793443, -0.793443
9.47067, 9.47067, 10, 10, -0.529332, -0.529332
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
10.2403, 10.2403, 12, 12, -1.75974, -1.75974
3.47066, 3.47066, 4, 4, -0.529342, -0.529342
7.5, 7.5, 7.5, 7.5, 0, 0
5.82939, 5.82939, 5, 5, 0.829386, 0.829386
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
9.66869, 9.66869, 11, 11, -1.33131, -1.33131
0.378097, 0.378097, 1, 1, -0.621903, -0.621903
0.483194, 0.483194, 1, 1, -0.516806, -0.516806
1.22223, 1.22223, 3, 3, -1.77777, -1.77777
1.20465, 1.20465, 3, 3, -1.79535, -1.79535
0.395356, 0.395356, 1, 1, -0.604644, -0.604644
6, 6, 6, 6, 0, 0
0, 0, -0, 0, 0, 0
6, 6, 6, 6, 0, 0
1.91186, 1.91186, 3.5, 3.5, -1.58814, -1.58814
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
6, 6, 6, 6, 0, 0
10.2149, 10.2149, 12, 12, -1.78509, -1.78509
9, 9, 9, 9, 0, 0
3.34438, 3.34438, 4, 4, -0.655625, -0.655625
0.467974, 0.467974, 1, 1, -0.532026, -0.532026
1.15937, 1.15937, 3, 3, -1.84063, -1.84063
0.857538, 0.857538, 3, 3, -2.14246, -2.14246
9.75759, 9.75759, 12, 12, -2.24241, -2.24241
9, 9, 9, 9, 0, 0
6, 6, 6, 6, 0, 0
0, 0, -0, 0, 0, 0
1.21462, 1.21462, 3, 3, -1.78538, -1.78538
0, 0, -0, 0, 0, 0
9.40471, 9.40471, 10, 10, -0.595292, -0.595292
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
0.665524, 0.665524, 3, 3, -2.33448, -2.33448
0.921693, 0.921693, 3, 3, -2.07831, -2.07831
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
1.22365, 1.22365, 3, 3, -1.77635, -1.77635
9, 9, 9, 9, 0, 0
0.525554, 0.525554, 1, 1, -0.474446, -0.474446
2.14115, 2.14115, 3.5, 3.5, -1.35885, -1.35885
9, 9, 9, 9, 0, 0
0.617942, 0.617942, 3, 3, -2.38206, -2.38206
9, 9, 9, 9, 0, 0
9, 9, 9, 9, 0, 0
0.273914, 0.273914, 1, 1, -0.726086, -0.726086
0, 0, -0, 0, 0, 0
10.2476, 10.2476, 12, 12, -1.75242, -1.75242
1.33499, 1.33499, 3, 3, -1.66501, -1.66501
9.09791, 9.09791, 9, 9, 0.0979061, 0.0979061
1.17066, 1.17066, 3, 3, -1.82934, -1.82934
0.757288, 0.757288, 3, 3, -2.24271, -2.24271
0.622351, 0.622351, 3, 3, -2.37765, -2.37765
9.65617, 9.65617, 12, 12, -2.34383, -2.34383
9, 9, 9, 9, 0, 0
0.285347, 0.285347, 1, 1, -0.714653, -0.714653
9.50883, 9.50883, 10, 10, -0.491175, -0.491175
1.30217, 1.30217, 3, 3, -1.69783, -1.69783
0.871941, 0.871941, 2, 2, -1.12806, -1.12806
8.96323, 8.96323, 9, 9, -0.0367696, -0.0367696
7.5, 7.5, 7.5, 7.5, 0, 0
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
3.31754, 3.31754, 4, 4, -0.682456, -0.682456
0.508525, 0.508525, 1, 1, -0.491475, -0.491475
9, 9, 9, 9, 0, 0
6, 6, 6, 6, 0, 0
0, 0, -0, 0, 0, 0
0.164062, 0.164062, 1, 1, -0.835938, -0.835938
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
