0.88, 0.00761912, 7.38061e-05, 1.07322e-08
0.9, 0.00750525, 7.16744e-05, 1.03862e-08
0.92, 0.00749223, 7.16065e-05, 1.04082e-08
0.94, 0.00749514, 7.12177e-05, 9.99027e-09
0.96, 0.00740348, 6.94659e-05, 9.66913e-09
0.98, 0.00727475, 6.73927e-05, 9.04971e-09
1, 0.0072756, 6.72862e-05, 9.02515e-09
1.02, 0.00726596, 6.77089e-05, 9.31634e-09
1.04, 0.00737764, 6.88399e-05, 9.30655e-09
1.06, 0.00735422, 6.88993e-05, 9.66703e-09
1.08, 0.00723356, 6.668e-05, 9.02591e-09
1.1, 0.00716748, 6.61155e-05, 9.1e-09
1.12, 0.00711521, 6.48191e-05, 8.44116e-09
1.14, 0.00708716, 6.43063e-05, 8.41135e-09
1.16, 0.00724525, 6.66182e-05, 8.82867e-09
1.18, 0.00712444, 6.40958e-05, 8.0875e-09
1.2, 0.00709739, 6.43378e-05, 8.36163e-09
1.22, 0.00707823, 6.36813e-05, 8.19534e-09
1.24, 0.00711032, 6.49833e-05, 8.65594e-09
1.26, 0.00709173, 6.43035e-05, 8.36201e-09
1.28, 0.00705978, 6.36465e-05, 8.04517e-09
1.3, 0.00704871, 6.32077e-05, 7.97946e-09
1.32, 0.00707764, 6.32665e-05, 7.86169e-09
1.34, 0.00698137, 6.26039e-05, 7.99153e-09
1.36, 0.00707307, 6.39468e-05, 8.23852e-09
1.38, 0.00701202, 6.31981e-05, 8.24594e-09
1.4, 0.00707834, 6.36711e-05, 8.17664e-09
1.42, 0.00701373, 6.27617e-05, 7.87594e-09
1.44, 0.00702487, 6.3147e-05, 8.05408e-09
1.46, 0.0070285, 6.27617e-05, 7.82095e-09
1.48, 0.00694223, 6.15679e-05, 7.67709e-09
1.5, 0.00693366, 6.10149e-05, 7.35072e-09
1.52, 0.00697197, 6.25987e-05, 8.06498e-09
1.54, 0.00697428, 6.19156e-05, 7.66031e-09
1.56, 0.0069763, 6.16558e-05, 7.50716e-09
1.58, 0.00691344, 6.11584e-05, 7.5428e-09
1.6, 0.00692023, 6.12996e-05, 7.68893e-09
1.62, 0.00692238, 6.09177e-05, 7.40456e-09
1.64, 0.00692443, 6.16225e-05, 7.71676e-09
1.66, 0.00696008, 6.12306e-05, 7.40877e-09
1.68, 0.00694271, 6.13881e-05, 7.5759e-09
1.7, 0.00699697, 6.2756e-05, 8.00557e-09
1.72, 0.00691084, 6.10995e-05, 7.51497e-09
1.74, 0.00700574, 6.23297e-05, 7.72337e-09
1.76, 0.00699203, 6.21876e-05, 7.69965e-09
1.78, 0.00700274, 6.28236e-05, 7.96515e-09
1.8, 0.00691037, 6.08654e-05, 7.49731e-09
1.82, 0.00696474, 6.16141e-05, 7.55657e-09
0.7, 0.0088515, 0.00010026, 2.03425e-08
0.72, 0.00877792, 9.81259e-05, 1.93001e-08
0.74, 0.00851296, 9.23197e-05, 1.69081e-08
0.76, 0.00819193, 8.6302e-05, 1.53114e-08
